feedback_text,created_at,category,source,rating
Security at night gate is stopping day-scholars unnecessarily without reason.,2026-08-06 13:44:29,Sports,email,5
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-06 14:21:28,Hostel,review,2
"transcript request was processed within 2 working days, very impressed",2026-08-06 14:27:53,Administration,review,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-06 14:41:40,Events,support ticket,3
online fee receipt generation is instant and hassle-free,2026-08-06 14:53:08,Fees,survey,4
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-06 15:09:49,Library,review,1
"Cannot connect to library internet, frequent disconnects experienced",2026-08-06 15:23:51,Library,support ticket,1
classroom projectors in block 2 have low lamp brightness,2026-08-06 15:34:53,Facilities,survey,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-06 15:57:08,Transportation,survey,2
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-08-06 16:02:56,Academics,email,2
"Hostel bathroom cleanliness is substandard, cleaning staff does not show up daily.",2026-08-06 16:09:14,Hostel,survey,1
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-06 16:20:04,Hostel,email,1
weekend transit schedule should include an extra night service from metro station,2026-08-06 16:28:16,Transportation,support ticket,3
weekend transit schedule should include an extra night service from metro station,2026-08-06 17:10:33,Transportation,support ticket,3
cultural fest organization was seamless and guest lectures were inspiring,2026-08-06 17:27:52,Events,survey,5
juice bar offers great healthy options at subsidized student rates,2026-08-06 17:29:08,Cafeteria,feedback form,5
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-06 17:33:12,Transportation,support ticket,2
Drainage in ground floor washroom gets clogged every few days.,2026-08-06 17:37:21,Hostel,email,1
campus grounds are kept remarkably green and litter-free,2026-08-06 17:38:26,Cleanliness,survey,5
weekend transit schedule should include an extra night service from metro station,2026-08-06 17:42:33,Transportation,survey,3
campus grounds are kept remarkably green and litter-free,2026-08-06 17:54:54,Cleanliness,support ticket,5
need more copies of the latest edition algorithms reference book,2026-08-06 18:08:42,Library,feedback form,3
cultural fest organization was seamless and guest lectures were inspiring,2026-08-06 18:30:37,Events,survey,5
"street lights near basketball court are flickering, feels unsafe at night",2026-08-06 18:54:17,Security,survey,2
long queues at student welfare window due to single staff member operating,2026-08-06 19:15:28,Administration,review,2
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-06 19:33:36,Transportation,email,4
Drainage in ground floor washroom gets clogged every few days.,2026-08-06 20:04:47,Hostel,review,2
restrooms in ground floor management block need more frequent checks,2026-08-06 20:14:11,Cleanliness,survey,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-06 20:32:11,Events,survey,3
cultural fest organization was seamless and guest lectures were inspiring,2026-08-06 20:33:47,Events,support ticket,5
"transcript request was processed within 2 working days, very impressed",2026-08-06 20:38:13,Administration,review,5
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-08-06 20:52:20,Academics,email,1
professors are approachable during designated office consultation hours,2026-08-06 21:02:49,Academics,support ticket,5
elevator in engineering block was under maintenance during morning rush,2026-08-06 21:39:45,Facilities,review,2
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-08-06 21:45:52,Security,review,4
"street lights near basketball court are flickering, feels unsafe at night",2026-08-06 21:46:29,Security,feedback form,2
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-06 21:51:53,Academics,support ticket,2
"transcript request was processed within 2 working days, very impressed",2026-08-06 22:11:48,Administration,support ticket,5
online fee receipt generation is instant and hassle-free,2026-08-06 22:16:53,Fees,feedback form,4
Wi-Fi is constantly dropping in the central library reading room,2026-08-06 23:35:13,Library,review,2
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-06 23:35:15,Hostel,email,1
"street lights near basketball court are flickering, feels unsafe at night",2026-08-06 23:35:45,Security,survey,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-06 23:58:38,Security,survey,5
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-07 00:14:34,Cleanliness,survey,2
faculty feedback process is transparent and taken seriously by HOD,2026-08-07 00:38:51,Academics,feedback form,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-07 01:06:38,Transportation,review,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-07 01:34:23,Security,support ticket,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-07 01:50:30,Transportation,email,2
classroom projectors in block 2 have low lamp brightness,2026-08-07 01:57:39,Facilities,feedback form,2
digital library terminal mice are sticky and need replacement,2026-08-07 02:34:33,Library,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-08-07 02:52:56,Cleanliness,review,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-07 03:07:03,Events,support ticket,3
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-07 03:07:35,Transportation,review,2
study desks in quiet section are comfortable and well-lit,2026-08-07 03:14:02,Library,survey,5
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-07 04:08:52,Academics,email,2
restrooms in ground floor management block need more frequent checks,2026-08-07 04:17:10,Cleanliness,review,2
Wi-Fi is constantly dropping in the central library reading room,2026-08-07 04:33:06,Library,review,1
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-07 04:33:35,Hostel,survey,1
professors are approachable during designated office consultation hours,2026-08-07 04:42:52,Academics,support ticket,5
classroom projectors in block 2 have low lamp brightness,2026-08-07 05:09:43,Facilities,email,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-07 05:23:05,Security,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-08-07 05:38:33,Cleanliness,survey,2
morning breakfast poha and upma are quite decent and fresh,2026-08-07 05:55:33,Cafeteria,feedback form,4
badminton court wooden flooring has been maintained in top shape,2026-08-07 06:26:51,Sports,email,5
elevator in engineering block was under maintenance during morning rush,2026-08-07 06:35:21,Facilities,survey,2
cricket nets require replacement as the netting has torn at several places,2026-08-07 06:52:54,Sports,review,2
Unable to attend online lab sessions because the Wi-Fi signal drops constantly.,2026-08-07 07:42:36,Wi-Fi/Internet,review,1
"transcript request was processed within 2 working days, very impressed",2026-08-07 08:01:06,Administration,feedback form,5
"Cannot connect to library internet, frequent disconnects experienced",2026-08-07 08:41:53,Library,survey,1
cultural fest organization was seamless and guest lectures were inspiring,2026-08-07 09:24:16,Events,review,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-07 09:39:27,Events,support ticket,3
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-07 09:48:37,Security,survey,5
long queues at student welfare window due to single staff member operating,2026-08-07 09:56:42,Administration,support ticket,2
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-07 10:18:35,Academics,support ticket,2
digital library terminal mice are sticky and need replacement,2026-08-07 10:38:48,Library,feedback form,2
study desks in quiet section are comfortable and well-lit,2026-08-07 10:43:32,Library,feedback form,5
cultural fest organization was seamless and guest lectures were inspiring,2026-08-07 11:05:00,Events,email,5
Central library Wi-Fi connectivity is extremely unstable this week,2026-08-07 11:58:41,Library,survey,2
long queues at student welfare window due to single staff member operating,2026-08-07 12:04:58,Administration,survey,2
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-07 12:33:51,Library,feedback form,1
digital library terminal mice are sticky and need replacement,2026-08-07 13:45:40,Library,review,2
weekend transit schedule should include an extra night service from metro station,2026-08-07 14:05:35,Transportation,email,3
Hostel room switchboards are loose and maintenance hasn't fixed them yet.,2026-08-07 14:10:03,Hostel,email,1
Central library Wi-Fi connectivity is extremely unstable this week,2026-08-07 14:45:25,Library,feedback form,1
campus grounds are kept remarkably green and litter-free,2026-08-07 14:45:41,Cleanliness,support ticket,5
late fee penalty policy is too rigid when bank server transactions fail,2026-08-07 15:01:43,Fees,review,2
long queues at student welfare window due to single staff member operating,2026-08-07 15:08:53,Administration,support ticket,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-07 15:27:17,Security,email,2
restrooms in ground floor management block need more frequent checks,2026-08-07 16:58:45,Cleanliness,survey,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-07 17:09:59,Events,review,3
late fee penalty policy is too rigid when bank server transactions fail,2026-08-07 17:47:05,Fees,feedback form,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-07 18:09:55,Transportation,feedback form,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-07 18:17:56,Security,review,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-07 18:42:21,Fees,review,2
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-07 18:45:07,Hostel,survey,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-07 18:50:48,Security,feedback form,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-07 19:22:35,Security,email,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-07 19:27:04,Events,survey,3
acoustics in the main auditorium were distorted during the musical evening,2026-08-07 19:32:52,Events,feedback form,3
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-07 19:57:58,Security,support ticket,5
cultural fest organization was seamless and guest lectures were inspiring,2026-08-07 20:03:54,Events,review,5
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-07 20:06:05,Hostel,support ticket,2
professors are approachable during designated office consultation hours,2026-08-07 20:13:27,Academics,review,5
professors are approachable during designated office consultation hours,2026-08-07 20:31:44,Academics,support ticket,5
restrooms in ground floor management block need more frequent checks,2026-08-07 20:46:26,Cleanliness,support ticket,2
Drainage in ground floor washroom gets clogged every few days.,2026-08-07 20:52:41,Hostel,support ticket,1
badminton court wooden flooring has been maintained in top shape,2026-08-07 20:56:36,Sports,survey,5
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-07 20:58:33,Cleanliness,feedback form,2
Internet keeps shutting off while researching in the university library,2026-08-07 21:01:28,Library,email,1
mess cutlery is often greasy and not cleaned thoroughly,2026-08-07 21:46:51,Cafeteria,email,1
long queues at student welfare window due to single staff member operating,2026-08-07 22:21:51,Administration,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-08-07 22:37:45,Cleanliness,survey,2
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-07 23:16:48,Hostel,email,1
need more copies of the latest edition algorithms reference book,2026-08-08 00:09:41,Library,review,3
"hostle mess food is so cold by 7pm, not even eatable seriously :(",2026-08-08 00:28:36,Facilities,survey,1
late fee penalty policy is too rigid when bank server transactions fail,2026-08-08 00:49:25,Fees,support ticket,2
Admin staff was extremely rude when I went for fee concession verification.,2026-08-08 01:06:34,Cafeteria,survey,3
wfi in cafetaria is totally not working yaar... plz do the needful ASAP!!,2026-08-08 01:16:31,Administration,survey,5
classroom projectors in block 2 have low lamp brightness,2026-08-08 01:28:18,Facilities,email,2
long queues at student welfare window due to single staff member operating,2026-08-08 01:28:30,Administration,feedback form,2
morning breakfast poha and upma are quite decent and fresh,2026-08-08 01:32:02,Cafeteria,feedback form,4
cultural fest organization was seamless and guest lectures were inspiring,2026-08-08 01:47:30,Events,feedback form,5
study desks in quiet section are comfortable and well-lit,2026-08-08 01:53:06,Library,support ticket,5
long queues at student welfare window due to single staff member operating,2026-08-08 02:03:23,Administration,feedback form,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-08 02:22:47,Fees,support ticket,2
long queues at student welfare window due to single staff member operating,2026-08-08 03:24:11,Administration,review,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-08 03:25:34,Events,review,3
weekend transit schedule should include an extra night service from metro station,2026-08-08 03:53:31,Transportation,survey,3
digital library terminal mice are sticky and need replacement,2026-08-08 04:03:21,Library,survey,2
long queues at student welfare window due to single staff member operating,2026-08-08 04:28:10,Administration,review,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-08 04:29:19,Security,review,5
juice bar offers great healthy options at subsidized student rates,2026-08-08 04:48:37,Cafeteria,survey,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-08 04:52:51,Events,review,3
schedule for end semester practical exams overlaps with elective test,2026-08-08 05:21:54,Academics,review,2
"transcript request was processed within 2 working days, very impressed",2026-08-08 06:25:27,Administration,survey,5
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-08 06:35:44,Cleanliness,support ticket,2
online fee receipt generation is instant and hassle-free,2026-08-08 07:06:17,Fees,support ticket,4
long queues at student welfare window due to single staff member operating,2026-08-08 07:48:26,Administration,feedback form,2
water coolers on third floor are functioning smoothly and chilled,2026-08-08 08:20:16,Facilities,survey,4
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-08 08:33:25,Transportation,review,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-08 08:49:18,Security,review,2
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-08 08:58:38,Hostel,review,1
morning breakfast poha and upma are quite decent and fresh,2026-08-08 09:16:59,Cafeteria,survey,4
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-08 10:32:07,Transportation,review,4
online fee receipt generation is instant and hassle-free,2026-08-08 10:35:51,Fees,feedback form,4
cricket nets require replacement as the netting has torn at several places,2026-08-08 10:40:57,Sports,support ticket,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-08 10:44:05,Security,email,2
"food quality is mediocre, especially dinner menu is repetitive",2026-08-08 10:46:44,Cafeteria,email,2
classroom projectors in block 2 have low lamp brightness,2026-08-08 11:37:55,Facilities,support ticket,2
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-08 11:40:38,Library,feedback form,1
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-08 11:42:19,Transportation,support ticket,4
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-08 12:07:11,Hostel,review,2
long queues at student welfare window due to single staff member operating,2026-08-08 13:10:59,Administration,email,2
need more copies of the latest edition algorithms reference book,2026-08-08 13:28:06,Library,survey,3
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-08 13:28:17,Security,feedback form,5
"street lights near basketball court are flickering, feels unsafe at night",2026-08-08 13:54:08,Security,feedback form,2
cricket nets require replacement as the netting has torn at several places,2026-08-08 13:56:12,Sports,email,2
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-08-08 13:57:01,Administration,feedback form,5
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-08 14:02:14,Cleanliness,review,2
badminton court wooden flooring has been maintained in top shape,2026-08-08 14:06:28,Sports,survey,5
"Library wifi keeps dropping connection every 10 minutes, cannot study",2026-08-08 14:32:23,Library,feedback form,2
mess cutlery is often greasy and not cleaned thoroughly,2026-08-08 14:44:31,Cafeteria,survey,1
campus grounds are kept remarkably green and litter-free,2026-08-08 15:12:35,Cleanliness,support ticket,5
juice bar offers great healthy options at subsidized student rates,2026-08-08 15:33:17,Cafeteria,feedback form,5
restrooms in ground floor management block need more frequent checks,2026-08-08 15:42:45,Cleanliness,support ticket,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-08 16:10:43,Cleanliness,review,2
campus grounds are kept remarkably green and litter-free,2026-08-08 16:18:57,Cleanliness,review,5
classroom projectors in block 2 have low lamp brightness,2026-08-08 16:20:50,Facilities,feedback form,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-08 16:21:24,Fees,email,2
restrooms in ground floor management block need more frequent checks,2026-08-08 16:31:43,Cleanliness,feedback form,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-08 16:38:34,Cleanliness,support ticket,2
digital library terminal mice are sticky and need replacement,2026-08-08 16:47:30,Library,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-08 17:05:31,Facilities,support ticket,2
"food quality is mediocre, especially dinner menu is repetitive",2026-08-08 18:47:50,Cafeteria,support ticket,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-08 19:00:27,Events,email,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-08 19:09:11,Events,email,3
elevator in engineering block was under maintenance during morning rush,2026-08-08 19:28:55,Facilities,survey,2
schedule for end semester practical exams overlaps with elective test,2026-08-08 19:31:19,Academics,support ticket,2
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-08 19:50:51,Hostel,support ticket,2
campus grounds are kept remarkably green and litter-free,2026-08-08 20:14:45,Cleanliness,review,5
mess cutlery is often greasy and not cleaned thoroughly,2026-08-08 20:38:27,Cafeteria,support ticket,1
restrooms in ground floor management block need more frequent checks,2026-08-08 21:02:35,Cleanliness,feedback form,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-08 21:30:54,Fees,feedback form,2
cricket nets require replacement as the netting has torn at several places,2026-08-08 22:25:49,Sports,survey,2
late fee penalty policy is too rigid when bank server transactions fail,2026-08-08 22:31:43,Fees,review,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-08 23:08:36,Events,feedback form,3
"transcript request was processed within 2 working days, very impressed",2026-08-08 23:19:53,Administration,support ticket,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-08 23:35:07,Security,review,5
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-08 23:39:56,Cleanliness,review,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-09 00:06:09,Transportation,feedback form,2
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-09 00:13:16,Library,feedback form,2
long queues at student welfare window due to single staff member operating,2026-08-09 01:07:26,Administration,feedback form,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-09 01:26:02,Cleanliness,review,2
digital library terminal mice are sticky and need replacement,2026-08-09 01:40:41,Library,email,2
restrooms in ground floor management block need more frequent checks,2026-08-09 01:45:04,Cleanliness,support ticket,2
long queues at student welfare window due to single staff member operating,2026-08-09 02:07:42,Administration,support ticket,2
classroom projectors in block 2 have low lamp brightness,2026-08-09 02:13:32,Facilities,feedback form,2
digital library terminal mice are sticky and need replacement,2026-08-09 02:14:05,Library,support ticket,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-09 02:17:41,Security,email,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-09 02:17:53,Events,survey,3
"street lights near basketball court are flickering, feels unsafe at night",2026-08-09 02:27:53,Security,email,2
long queues at student welfare window due to single staff member operating,2026-08-09 02:50:34,Administration,email,2
study desks in quiet section are comfortable and well-lit,2026-08-09 03:13:22,Library,survey,5
acoustics in the main auditorium were distorted during the musical evening,2026-08-09 03:55:38,Events,email,3
digital library terminal mice are sticky and need replacement,2026-08-09 04:01:02,Library,support ticket,2
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-09 04:09:53,Cleanliness,review,2
study desks in quiet section are comfortable and well-lit,2026-08-09 05:44:16,Library,feedback form,5
mess cutlery is often greasy and not cleaned thoroughly,2026-08-09 05:49:41,Cafeteria,survey,1
professors are approachable during designated office consultation hours,2026-08-09 05:58:28,Academics,support ticket,5
long queues at student welfare window due to single staff member operating,2026-08-09 06:02:51,Administration,feedback form,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-09 06:15:21,Events,support ticket,3
water coolers on third floor are functioning smoothly and chilled,2026-08-09 07:08:56,Facilities,survey,4
badminton court wooden flooring has been maintained in top shape,2026-08-09 07:17:20,Sports,review,5
late fee penalty policy is too rigid when bank server transactions fail,2026-08-09 09:18:36,Fees,support ticket,2
schedule for end semester practical exams overlaps with elective test,2026-08-09 09:32:06,Academics,survey,2
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-09 09:57:15,Hostel,email,1
"street lights near basketball court are flickering, feels unsafe at night",2026-08-09 10:09:19,Security,feedback form,2
cricket nets require replacement as the netting has torn at several places,2026-08-09 10:29:47,Sports,email,2
juice bar offers great healthy options at subsidized student rates,2026-08-09 11:00:36,Cafeteria,review,5
online fee receipt generation is instant and hassle-free,2026-08-09 11:03:15,Fees,email,4
Continuous wi-fi dropouts while studying on 2nd floor of library,2026-08-09 11:15:42,Library,feedback form,1
bus frequency during peak evening hours between 5pm-6pm is adequate,2026-08-09 11:25:38,Transportation,support ticket,4
"Gym treadmill belt is slipping, safety hazard!! kindly look into this matter.",2026-08-09 11:26:27,Library,review,5
restrooms in ground floor management block need more frequent checks,2026-08-09 11:44:30,Cleanliness,feedback form,2
study desks in quiet section are comfortable and well-lit,2026-08-09 11:53:23,Library,feedback form,5
Library reading room Wi-Fi fails every time more than 20 students join.,2026-08-09 12:01:29,Library,support ticket,2
campus grounds are kept remarkably green and litter-free,2026-08-09 12:15:15,Cleanliness,review,5
dustbins in cafeteria annex area overflow during lunch rush hours,2026-08-09 12:29:00,Cleanliness,support ticket,2
need more copies of the latest edition algorithms reference book,2026-08-09 12:34:13,Library,email,3
faculty feedback process is transparent and taken seriously by HOD,2026-08-09 13:07:37,Academics,feedback form,4
Air conditioning in seminar hall 2 is leaking water on the front row seats.,2026-08-09 13:33:08,Sports,email,5
"transcript request was processed within 2 working days, very impressed",2026-08-09 13:47:34,Administration,review,5
faculty feedback process is transparent and taken seriously by HOD,2026-08-09 13:56:26,Academics,support ticket,4
digital library terminal mice are sticky and need replacement,2026-08-09 14:37:50,Library,survey,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-09 15:29:22,Security,feedback form,2
"driver on route 7 drives aggressively on speed breakers, please check",2026-08-09 15:37:33,Transportation,support ticket,2
weekend transit schedule should include an extra night service from metro station,2026-08-09 15:58:27,Transportation,support ticket,3
cultural fest organization was seamless and guest lectures were inspiring,2026-08-09 17:04:21,Events,support ticket,5
professors are approachable during designated office consultation hours,2026-08-09 17:38:06,Academics,survey,5
weekend transit schedule should include an extra night service from metro station,2026-08-09 17:42:43,Transportation,support ticket,3
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-09 17:46:38,Security,support ticket,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-09 17:47:32,Security,survey,5
cricket nets require replacement as the netting has torn at several places,2026-08-09 17:55:53,Sports,support ticket,2
morning breakfast poha and upma are quite decent and fresh,2026-08-09 18:24:09,Cafeteria,support ticket,4
study desks in quiet section are comfortable and well-lit,2026-08-09 18:25:22,Library,email,5
study desks in quiet section are comfortable and well-lit,2026-08-09 19:34:21,Library,review,5
elevator in engineering block was under maintenance during morning rush,2026-08-09 19:48:22,Facilities,support ticket,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-09 19:56:11,Security,review,5
weekend transit schedule should include an extra night service from metro station,2026-08-09 20:26:33,Transportation,survey,3
Continuous wi-fi dropouts while studying on 2nd floor of library,2026-08-09 20:37:56,Library,support ticket,1
cricket nets require replacement as the netting has torn at several places,2026-08-09 20:51:43,Sports,survey,2
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-09 21:34:39,Academics,survey,2
faculty feedback process is transparent and taken seriously by HOD,2026-08-09 21:46:49,Academics,support ticket,4
Submission portal timed out during class quiz due to poor lecture hall Wi-Fi.,2026-08-09 22:04:49,Academics,survey,1
"street lights near basketball court are flickering, feels unsafe at night",2026-08-09 22:05:09,Security,feedback form,2
classroom projectors in block 2 have low lamp brightness,2026-08-09 23:26:43,Facilities,review,2
cultural fest organization was seamless and guest lectures were inspiring,2026-08-10 00:25:45,Events,survey,5
lab equipment for digital electronics is outdated and some kits are faulty,2026-08-10 01:26:32,Academics,support ticket,2
badminton court wooden flooring has been maintained in top shape,2026-08-10 02:03:07,Sports,support ticket,5
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-10 02:04:59,Security,support ticket,5
restrooms in ground floor management block need more frequent checks,2026-08-10 02:10:18,Cleanliness,email,2
cricket nets require replacement as the netting has torn at several places,2026-08-10 02:11:28,Sports,feedback form,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-10 02:30:26,Events,survey,3
campus grounds are kept remarkably green and litter-free,2026-08-10 02:53:08,Cleanliness,survey,5
study desks in quiet section are comfortable and well-lit,2026-08-10 03:17:26,Library,support ticket,5
Department lab computers cannot access intranet because academic Wi-Fi is failing.,2026-08-10 03:28:54,Academics,email,2
Hot water is rarely available in block A bathrooms during morning hours.,2026-08-10 03:47:47,Hostel,email,1
"Wi-Fi disconnects every 15 minutes during project work, unbearable!",2026-08-10 04:27:09,Wi-Fi/Internet,support ticket,1
online fee receipt generation is instant and hassle-free,2026-08-10 04:34:50,Fees,survey,4
"Hostel warden resolved the water cooler issue promptly, thank you.",2026-08-10 04:37:02,Security,email,1
acoustics in the main auditorium were distorted during the musical evening,2026-08-10 04:43:44,Events,review,3
need more copies of the latest edition algorithms reference book,2026-08-10 05:02:36,Library,support ticket,3
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-10 05:15:49,Hostel,feedback form,1
long queues at student welfare window due to single staff member operating,2026-08-10 05:19:07,Administration,survey,2
Water pressure in 4th floor hostel showers is almost zero in the morning.,2026-08-10 05:46:04,Hostel,feedback form,2
restrooms in ground floor management block need more frequent checks,2026-08-10 06:16:56,Cleanliness,email,2
acoustics in the main auditorium were distorted during the musical evening,2026-08-10 06:17:01,Events,review,3
badminton court wooden flooring has been maintained in top shape,2026-08-10 06:20:20,Sports,survey,5
mess cutlery is often greasy and not cleaned thoroughly,2026-08-10 06:35:29,Cafeteria,survey,1
Bathroom flush in hostel room 304 not working properly since two weeks.,2026-08-10 07:07:23,Hostel,support ticket,1
acoustics in the main auditorium were distorted during the musical evening,2026-08-10 07:10:36,Events,support ticket,3
digital library terminal mice are sticky and need replacement,2026-08-10 07:11:03,Library,support ticket,2
restrooms in ground floor management block need more frequent checks,2026-08-10 07:17:39,Cleanliness,review,2
cricket nets require replacement as the netting has torn at several places,2026-08-10 07:28:00,Sports,email,2
badminton court wooden flooring has been maintained in top shape,2026-08-10 07:36:19,Sports,email,5
"transcript request was processed within 2 working days, very impressed",2026-08-10 07:49:55,Administration,review,5
campus grounds are kept remarkably green and litter-free,2026-08-10 08:09:22,Cleanliness,feedback form,5
cricket nets require replacement as the netting has torn at several places,2026-08-10 08:31:38,Sports,support ticket,2
Hostel geysers in block C are still leaking despite repeated complaints.,2026-08-10 08:39:58,Hostel,support ticket,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-10 09:00:46,Security,email,5
weekend transit schedule should include an extra night service from metro station,2026-08-10 09:18:22,Transportation,email,3
online fee receipt generation is instant and hassle-free,2026-08-10 09:54:33,Fees,survey,4
mess cutlery is often greasy and not cleaned thoroughly,2026-08-10 10:07:34,Cafeteria,email,1
weekend transit schedule should include an extra night service from metro station,2026-08-10 10:09:17,Transportation,survey,3
"Gym treadmill belt is slipping, safety hazard!! kindly look into this matter.",2026-08-10 10:14:52,Wi-Fi/Internet,review,4
cricket nets require replacement as the netting has torn at several places,2026-08-10 10:32:52,Sports,survey,2
coffee machine in main canteen was broken for two days,2026-08-10 11:16:40,Cafeteria,review,2
classroom projectors in block 2 have low lamp brightness,2026-08-10 11:20:00,Facilities,review,2
"Gym treadmill belt is slipping, safety hazard!! kindly look into this matter.",2026-08-10 11:25:11,Fees,support ticket,5
restrooms in ground floor management block need more frequent checks,2026-08-10 11:25:48,Cleanliness,email,2
campus security personnel are vigilant and polite at main vehicle checkpost,2026-08-10 11:55:11,Security,survey,5
"transcript request was processed within 2 working days, very impressed",2026-08-10 12:06:06,Administration,email,5
Wi-Fi keeps kicking devices off the network every few minutes.,2026-08-10 12:17:38,Wi-Fi/Internet,review,1
badminton court wooden flooring has been maintained in top shape,2026-08-10 12:19:23,Sports,review,5
schedule for end semester practical exams overlaps with elective test,2026-08-10 12:54:04,Academics,feedback form,2
water coolers on third floor are functioning smoothly and chilled,2026-08-10 12:57:44,Facilities,review,4
need more copies of the latest edition algorithms reference book,2026-08-10 13:13:03,Library,support ticket,3
restrooms in ground floor management block need more frequent checks,2026-08-10 13:14:46,Cleanliness,survey,2
long queues at student welfare window due to single staff member operating,2026-08-10 13:20:23,Administration,survey,2
long queues at student welfare window due to single staff member operating,2026-08-10 13:47:29,Administration,survey,2
classroom projectors in block 2 have low lamp brightness,2026-08-10 13:56:59,Facilities,feedback form,2
"street lights near basketball court are flickering, feels unsafe at night",2026-08-10 14:23:21,Security,support ticket,2
